bhk,price,price_fmt,locality,developer,project,area_sqft,possession,nearest_railway,nearest_hospital,nearest_market,city
1,5850000,58.5 Lac,Roadpali,Shreeji Group Builder and Developer,Phoenix Nest,504.0,ready to move,,,,Navi Mumbai
2,10000000,1 Cr,Taloja,Gami Group,,816.0,ready to move,Metro Station Taloja|5 minutes,Ayesha Hospital,,Navi Mumbai
2,6000000,60 Lac,New Panvel,Space India Builders & Developers,,741.0,ready to move,Khandeshwar Railway Station,,Little World,Navi Mumbai
2,3800000,38 Lac,New Panvel,Space India Builders & Developers,,,ready to move,Khandeshwar Railway Station,,Little World,Navi Mumbai
1,3000000,30 Lac,New Panvel,Space India Builders & Developers,,,ready to move,Khandeshwar Railway Station,,Little World,Navi Mumbai
3,6000000,60 Lac,Panvel,Qualcon Properties LLP,,936.0,ready to move,"Shree Saibaba Mandir, Nr.Panvel Railway Station.",New City Hospital,K Mall,Navi Mumbai
3,14000000,1.40 Cr,Ulwe,Proviso Group,,1008.0,ready to move,Gavhan Phata,Balaji Hospital,,Navi Mumbai
2,15000000,1.50 Cr,Kopar Khairane,Marvel Realtors,,684.0,ready to move,Kopar Khairane Railway Station,Basil Super Speciality Hospital,DMart,Navi Mumbai
2,14500000,1.45 Cr,Kopar Khairane,Sunny Real Estate,Trishul Apartments,738.0,ready to move,Kopar Khairane Railway Station,Satyam Hospital,Balaji Movieplex,Navi Mumbai
2,4800000,48 Lac,New Panvel,Royale Realtors,New Panvel,689.0,ready to move,Khandeshwar Railway Station,,Little World,Navi Mumbai
2,8200000,82 Lac,Panvel,Squarefeet Realty,Panvel is available at the price of ₹82 Lac,,ready to move,Panvel Railway Station,Prachin Healthcare Multi-speciality Hospital,"Orion Mall,",Navi Mumbai
1,3500000,35 Lac,Panvel,Squarefeet Realty,,458.0,ready to move,Mansarovar Railway Station,New City Hospital,Satya Siddhi Market,Navi Mumbai
1,5800000,58 Lac,Panvel,Squarefeet Realty,,458.0,ready to move,Kalamboli Railway Station,Panacea Hospital,Satya Siddhi Market,Navi Mumbai
1,4800000,48 Lac,Ulwe,Sharda Enterprises,,439.0,ready to move,Gavhan Phata,Balaji Hospital,,Navi Mumbai
1,3900000,39 Lac,Taloja Panchanand,Wadhwani Constructions,,,ready to move,,,,Navi Mumbai
2,9000000,90 Lac,Karanjade,Dubey Group,Gayatri Enclave,718.0,ready to move,,,,Navi Mumbai
2,6500000,65 Lac,Karanjade,Sai Amrut Developers,Sai Amrut Paradise,,ready to move,,,,Navi Mumbai
2,6500000,65 Lac,New Panvel,Sai Amrut Developers,,,ready to move,Khandeshwar Railway Station,,Little World,Navi Mumbai
1,5400000,54 Lac,Ulwe,Venus Sublimes Pvt. Ltd.,a well-connected area of Ulwe,,ready to move,Gavhan Phata,Balaji Hospital,,Navi Mumbai
1,7500000,75 Lac,Sector 17 Ulwe,Proviso Group,,,ready to move,,,,Navi Mumbai
2,28500000,2.85 Cr,Nerul,Sunny Real Estate,,,ready to move,,Shushrusha Heart Care Center & Multi Speciality Hospital,Bluestone Seawoods Grand Central Mall,Navi Mumbai
1,4200000,42 Lac,Panvel,Tirupati Balaji Builders & Developers Pvt. Ltd.,,,ready to move,Mansarovar Railway Station,Prachin Healthcare Multi-speciality Hospital,Orion Mall,Navi Mumbai
2,7300000,73 Lac,Panvel,Hari Siddhi Homes,,714.0,ready to move,Panvel Junction,Panacea Hospital,Ambeka Minimarket,Navi Mumbai
1,2200000,22 Lac,Panvel,Tirupati Balaji Builcon Pvt. Ltd.,a well-connected area of Panvel,,ready to move,Khandeshwar Railway Station,Ashtavinayak Hospital,Ambeka Minimarket,Navi Mumbai
1,6600000,66 Lac,Kamothe,Prem Developers,a well-connected area of Kamothe,450.0,ready to move,,B&J Super Speciality Hospital,Mahalaxmi Mall,Navi Mumbai
1,3300000,33 Lac,Panvel,Qualcon Properties LLP,,577.0,ready to move,Kalamboli Railway Station,New City Hospital,Satya Siddhi Market,Navi Mumbai
2,5900073,59 Lac,total 948 sqft,Qualcon Properties LLP,,,ready to move,Panvel Junction,Shreyas Multi-Speciality Hospital,Orion Mall,Navi Mumbai
2,6000000,60 Lac,Navade,Dev Krupa Enterprises,Navade is available at the price of ₹60 Lac,706.0,ready to move,,,,Navi Mumbai
1,3700000,37 Lac,Navade,Dev Krupa Enterprises,,461.0,ready to move,,,,Navi Mumbai
2,8200000,82 Lac,Kharghar,Dolphin Enterprises,,896.0,ready to move,Pethpada Metro Station|5 minutes,Trudiagno,Glomax Mall,Navi Mumbai
1,8500000,85 Lac,Ghansoli,OM Constructions,Om Shree Apartment,440.0,ready to move,Ghansoli Railway Station,Credence Care Hospital,Star Market,Navi Mumbai
1,3300000,33 Lac,New Panvel,Konnark Township Pvt Ltd,,432.0,ready to move,Khandeshwar Railway Station,,Little World,Navi Mumbai
1,6200000,62 Lac,Kharghar,Hex Corp,,475.0,ready to move,Pethpada Metro Station|5 minutes,Trudiagno,Little World Mall,Navi Mumbai
2,9500000,95 Lac,Kalamboli,Juhi Developers,,934.0,ready to move,Kalamboli Railway Station,,Ambeka Minimarket,Navi Mumbai
1,4800000,48 Lac,Panvel,Space India,,504.0,ready to move,Mansarovar Railway Station,Shreyas Multi-Speciality Hospital,Acwe Mall (Best Buy),Navi Mumbai
2,15000000,1.50 Cr,JNPT Road,Mahaavir Universal Homes Pvt. Ltd.,Mahaavir Jyoti,645.0,ready to move,,,,Navi Mumbai
2,5500000,55 Lac,total 832 sqft,Devtaa Group Developers,,,,Mansarovar Railway Station,New City Hospital,Acwe Mall (Best Buy),Navi Mumbai
1,2800000,28 Lac,New Panvel,GrowHomes,,,ready to move,Khandeshwar Railway Station,,Apna Cinema,Navi Mumbai
1,5300000,53 Lac,Karanjade,Satpanth Group,,540.0,ready to move,,,,Navi Mumbai
3,14000000,1.40 Cr,New Panvel,National Builders,National Harmony,936.0,ready to move,Khandeshwar Railway Station,,Little World,Navi Mumbai
1,3100000,31 Lac,Panvel,Omkar Krupa Builders and Developers,a well-connected area of Panvel,,ready to move,Panvel Junction,Ashtavinayak Hospital,Orion Mall,Navi Mumbai
1,2700000,27 Lac,Panvel,Omkar Krupa Builders and Developers,Panvel is available for purchase at price of ₹27 Lac,291.0,ready to move,Panvel Railway Station,Shreyas Multi-Speciality Hospital,Ambeka Minimarket,Navi Mumbai
2,13500000,1.35 Cr,Sector 10 Kharghar,JEWEL BUILDERS AND INFRAPROJECTS LTD,,,ready to move,,,,Navi Mumbai
2,19000000,1.90 Cr,Kharghar,BKS GALAXY REALTORS,Galaxy Nebula,,ready to move,Pethpada Metro Station|5 minutes,Aayush Hospital,More Super Market,Navi Mumbai
1,3650000,36.5 Lac,Taloja Panchanand,Red Brick Corporation,Taloja Panchanand is available for purchase at price of ₹36,468.0,ready to move,,,,Navi Mumbai
1,5500000,55 Lac,Ulwe,Balaji World,Balaji Amrit,468.0,ready to move,Gavhan Phata,Balaji Hospital,,Navi Mumbai
1,3400000,34 Lac,New Panvel,Prayag Builders and Developers,,467.0,ready to move,Khandeshwar Railway Station,,Apna Cinema,Navi Mumbai
3,18000000,1.80 Cr,Kharghar,Goodwill Developers,,720.0,ready to move,Pethpada Metro Station|5 minutes,Medicity Hospital,Prime Mall,Navi Mumbai
2,13000000,1.30 Cr,Ghansoli,Tulsi Constructions,Ghansoli is available for purchase at price of ₹1,,ready to move,Ghansoli Railway Station,Divine Multispeciality Hospital,Star Market,Navi Mumbai
1,8000000,80 Lac,Kharghar,Sanghvi Builders,,,ready to move,Pethpada Metro Station|5 minutes,Trudiagno,Prime Mall,Navi Mumbai
1,6300000,63 Lac,Roadpali,Pratik Enterprises,Pratik Harmony,490.0,ready to move,,,,Navi Mumbai
1,12345678,1.23 Cr,Kharghar,Bhumiraj Group,Bhumiraj Woods,,ready to move,Pethpada Metro Station|5 minutes,Rajgobind Nursing Home,Little World Mall,Navi Mumbai
2,4900000,49 Lac,691 sqft,Space India Builders & Developers,New Panvel is available at the price of ₹49 Lac,,ready to move,Khandeshwar Railway Station,,Apna Cinema,Navi Mumbai
1,8800000,88 Lac,Airoli,Bhumiraj Group,Bhumiraj Meadows,468.0,ready to move,Airoli Metro Station|5 minutes,Apple Hospital,Siddhivinayak Shopping Complex,Navi Mumbai
1,5000000,50 Lac,Kalamboli,Neelsidhi,,,ready to move,Kalamboli Railway Station,,Ambeka Minimarket,Navi Mumbai
2,4400000,44 Lac,Panvel,Karnala Infrastructure Projects Pvt. Ltd.,Ashtavinayak Phase I,,ready to move,Panvel Junction,Prachin Healthcare Multi-speciality Hospital,Ambeka Minimarket,Navi Mumbai
2,3630000,36.3 Lac,New Panvel,Shree Enterprises,New Panvel is available at the price of ₹36,576.0,,Khandeshwar Railway Station,,Apna Cinema,Navi Mumbai
2,14500000,1.45 Cr,total 882 sqft,Paradise Group,,,ready to move,Pethpada Metro Station|5 minutes,Ariella Hospital,Zudio,Navi Mumbai
2,7000000,70 Lac,Ulwe,Platinum Constructions,,504.0,ready to move,Kharkopar Railway Station,Balaji Hospital,,Navi Mumbai
1,4000000,40 Lac,Ulwe,Akash Enterprise,a well-connected area of Ulwe,457.0,ready to move,Kharkopar Railway Station,Balaji Hospital,,Navi Mumbai
1,4100000,41 Lac,Panvel,Proviso Group,,,ready to move,Panvel Junction,Panacea Hospital,Acwe Mall (Best Buy),Navi Mumbai
1,3800000,38 Lac,Panvel,Proviso Group,,518.0,ready to move,Panvel Railway Station,Panacea Hospital,Ambeka Minimarket,Navi Mumbai
2,12500000,1.25 Cr,Panvel,Happy Home Group,Happy Home Ekta Apartment,,ready to move,Panvel Junction,Ashtavinayak Hospital,Acwe Mall (Best Buy),Navi Mumbai
2,7300000,73 Lac,Ulwe,Aditya Projects & Developers,,695.0,ready to move,Kharkopar Railway Station,Balaji Hospital,,Navi Mumbai
1,4800000,48 Lac,total 468 sqft,Ocean Associates,,,ready to move,Bamandongri Railway Station,Balaji Hospital,,Navi Mumbai
1,2900000,29 Lac,Karanjade,Raghupati Developer,,210.0,ready to move,,,,Navi Mumbai
1,3900000,39 Lac,Panvel,Moksh Developers,,504.0,,Panvel Junction,New City Hospital,Satya Siddhi Market,Navi Mumbai
3,17500000,1.75 Cr,Kharghar,Elite World,,972.0,ready to move,Pethpada Metro Station|5 minutes,Aayush Hospital,Little World Mall,Navi Mumbai
2,9000000,90 Lac,Kalamboli,Neelsidhi Group,Kalamboli is available for purchase at price of ₹90 Lac,,ready to move,Kalamboli Railway Station,,Ambeka Minimarket,Navi Mumbai
1,5100000,51 Lac,Roadpali,Gajra Developers Ltd,,,ready to move,,,,Navi Mumbai
1,4200000,42 Lac,Taloja Phase 2,S R Developers,Taloja Phase 2,464.0,ready to move,,,,Navi Mumbai
1,4800000,48 Lac,Petali,S R Developers,,464.0,ready to move,,,,Navi Mumbai
1,3950000,39.5 Lac,Taloja,S R Developers,a well-connected area of Taloja,468.0,ready to move,Metro Station Taloja|5 minutes,Ayesha Hospital,,Navi Mumbai
2,8000000,80 Lac,Taloja,Skyline Builders,,756.0,ready to move,Metro Station Taloja|5 minutes,Ayesha Hospital,,Navi Mumbai
2,2700000,27 Lac,Taloja Panchanand,Enkay Homes Ltd.,Enkay Garden,561.0,ready to move,,,,Navi Mumbai
2,3017000,30.2 Lac,Taloja Panchanand,Enkay Homes Ltd.,,,ready to move,,,,Navi Mumbai
2,9200000,92 Lac,Ulwe,Yash Developers,,828.0,ready to move,Gavhan Phata,Balaji Hospital,,Navi Mumbai
1,3750000,37.5 Lac,Panvel,Aastha Group,a well-connected area of Panvel,468.0,ready to move,Mansarovar Railway Station,Ashtavinayak Hospital,Satya Siddhi Market,Navi Mumbai
3,15000000,1.50 Cr,Sector 23 Ulwe,Proviso Group,Sector 23 Ulwe is available for purchase at price of ₹1,,ready to move,,,,Navi Mumbai
2,7000000,70 Lac,Taloja,Dweepmala Developers,Taloja is available at the price of ₹70 Lac,828.0,ready to move,Metro Station Taloja|5 minutes,Ayesha Hospital,,Navi Mumbai
2,5500000,55 Lac,Kharghar,Adhiraj Codename Capital City,,479.0,,Pethpada Metro Station,Trudiagno,Zudio,Navi Mumbai
1,3825000,38.3 Lac,Taloja Panchanand,Red Brick Corporation,,468.0,ready to move,,,,Navi Mumbai
2,7000000,70 Lac,Taloja Panchanand,Red Brick Corporation,,540.0,ready to move,,,,Navi Mumbai
1,5300000,53 Lac,Roadpali,Shanti Enterprises,,475.0,ready to move,,,,Navi Mumbai
2,3500000,35 Lac,New Panvel,Bayama Constructions,,583.0,ready to move,Khandeshwar Railway Station,,Apna Cinema,Navi Mumbai
2,4200000,42 Lac,New Panvel,Bayama Constructions,,620.0,ready to move,Khandeshwar Railway Station,,Little World,Navi Mumbai
1,2800000,28 Lac,total 449 sqft,Bayama Constructions,,,ready to move,Khandeshwar Railway Station,,Apna Cinema,Navi Mumbai
1,3950000,39.5 Lac,Kharghar,Aristo Realty Developers Ltd.,,451.0,ready to move,Pethpada Metro Station|5 minutes,Rajgobind Nursing Home,More Super Market,Navi Mumbai
1,6700000,67 Lac,Kharghar,Neelsiddhi Developers,,,ready to move,Pethpada Metro Station|5 minutes,Dolphin Hospital,Little World Mall,Navi Mumbai
1,7000000,70 Lac,436 sqft,Neelsiddhi Developers,,,ready to move,Pethpada Metro Station|5 minutes,Sri Satya Sai Sanjeevani Hospital,Prime Mall,Navi Mumbai
1,4500000,45 Lac,Ulwe,Advance Groups,,,ready to move,Gavhan Phata,Balaji Hospital,,Navi Mumbai
1,6700000,67 Lac,Ulwe,S R Developers,A R Pearl,360.0,ready to move,Kharkopar Railway Station,Balaji Hospital,,Navi Mumbai
3,30000000,3 Cr,Sector 19 Airoli,Pyramid Developers,Sector 19 Airoli is available for purchase at price of ₹3 Cr,1152.0,ready to move,,Navi Mumbai Hospital,DMart Ready,Navi Mumbai
1,4600000,46 Lac,Ulwe,Om Builders & Superstructures,,360.0,ready to move,Gavhan Phata,Balaji Hospital,,Navi Mumbai
1,3700000,37 Lac,Ulwe,Malani Developers,,,ready to move,Bamandongri Railway Station,Balaji Hospital,,Navi Mumbai
3,32500000,3.25 Cr,Ulwe,Mahaavir Universal Homes Pvt. Ltd.,Ulwe is available at the price of ₹3,1120.0,ready to move,Gavhan Phata,Balaji Hospital,,Navi Mumbai
2,7500000,75 Lac,Kalamboli,Ronak Developers,,,ready to move,Kalamboli Railway Station,,Satya Siddhi Market,Navi Mumbai
1,5700000,57 Lac,Kalamboli,Ronak Developers,,648.0,ready to move,Kalamboli Railway Station,,Satya Siddhi Market,Navi Mumbai
2,8500000,85 Lac,Kamothe,Gami Group,Gami Bhakti which is a 15 years old construction,720.0,ready to move,,B&J Super Speciality Hospital,Mahalaxmi Mall,Navi Mumbai
1,6500000,65 Lac,total 518 sqft,Maitri Developer,,,ready to move,,B&J Super Speciality Hospital,Mahalaxmi Mall,Navi Mumbai
4,23000000,2.30 Cr,Panvel,Indiabulls Real Estate Ltd.,,,ready to move,Panvel Railway Station,Ashtavinayak Hospital,Miraj Cinema,Navi Mumbai
2,13500000,1.35 Cr,Ulwe,SiddhiVinayak Homes,Ulwe is available at the price of ₹1,487.0,ready to move,Bamandongri Railway Station,Balaji Hospital,,Navi Mumbai
2,9800000,98 Lac,Kharghar,Platinum Group,,835.0,ready to move,Pethpada Metro Station|5 minutes,Medicity Hospital,Little World Mall,Navi Mumbai
1,3300000,33 Lac,total 461 sqft,Anant Builders and Developers,,,ready to move,,,,Navi Mumbai
2,7400000,74 Lac,Taloja,SM Developers,,785.0,ready to move,Metro Station Taloja|5 minutes,Ayesha Hospital,,Navi Mumbai
2,9500000,95 Lac,Taloja,AOS Developments,Taloja is available at the price of ₹95 Lac,1044.0,ready to move,Metro Station Taloja|5 minutes,Ayesha Hospital,,Navi Mumbai
1,2500000,25 Lac,New Panvel,Prayag Builders,,,ready to move,Khandeshwar Railway Station,,Little World,Navi Mumbai
1,3250000,32.5 Lac,Taloja,Rabbani Khan,,464.0,ready to move,Metro Station Taloja|5 minutes,Ayesha Hospital,,Navi Mumbai
1,4950000,49.5 Lac,Panvel,Shree Enterprises,,454.0,ready to move,Khandeshwar Railway Station,Ashtavinayak Hospital,Orion Mall,Navi Mumbai
1,2800000,28 Lac,Taloja Phase 2,Arihant Superstructures Ltd,Taloja Phase 2,,ready to move,,,,Navi Mumbai
3,16500000,1.65 Cr,Dronagiri,Neelkanth Infracon Developers,,1103.0,ready to move,,,Glomax Shopping Center,Navi Mumbai
3,22000000,2.20 Cr,828 sqft,National Builders,,,ready to move,Kopar Khairane Railway Station,Satyam Hospital,Balaji Movieplex,Navi Mumbai
2,11000000,1.10 Cr,Dronagiri,Neelkanth Infracon Developers,Dronagiri is available for purchase at price of ₹1,837.0,ready to move,,,Glomax Shopping Center,Navi Mumbai
2,6969696,69.7 Lac,Taloja,Harmony Enterprises,Anant Heights,749.0,ready to move,Metro Station Taloja|5 minutes,Ayesha Hospital,,Navi Mumbai
2,6300000,63 Lac,Taloja,Harmony Enterprises,,778.0,ready to move,Metro Station Taloja|5 minutes,Ayesha Hospital,,Navi Mumbai
2,5500000,55 Lac,New Panvel,Jupiter Infrastructures,New Panvel is available for purchase at price of ₹55 Lac,568.0,ready to move,Khandeshwar Railway Station,,Little World,Navi Mumbai
2,3000000,30 Lac,Panvel,La Arihant Enclave,,566.0,ready to move,Panvel Junction,Panacea Hospital,Miraj Cinema,Navi Mumbai
1,2800000,28 Lac,Panvel,Dev Builders & Developers,,324.0,ready to move,Panvel Railway Station,Shreyas Multi-Speciality Hospital,Satya Siddhi Market,Navi Mumbai
1,5900000,59 Lac,Ulwe,Payal Developers,Ulwe,540.0,ready to move,Kharkopar Railway Station,Balaji Hospital,,Navi Mumbai
1,6500000,65 Lac,Kamothe,Triveni Builders and Developers,,,ready to move,,B&J Super Speciality Hospital,Mahalaxmi Mall,Navi Mumbai
1,4100000,41 Lac,Sector 36 Kamothe,Cidco,,,ready to move,,B&J Super Speciality Hospital,,Navi Mumbai
1,4700000,47 Lac,Karanjade,Chamunda Infrastructure,,493.0,ready to move,,,,Navi Mumbai
2,4300000,43 Lac,Panvel,Shree Vastupurti Developers,,606.0,ready to move,Kalamboli Railway Station,Shreyas Multi-Speciality Hospital,Miraj Cinema,Navi Mumbai
2,7500000,75 Lac,Ulwe,Tirupati Enterprises,Ulwe is available at the price of ₹75 Lac,,ready to move,Gavhan Phata,Balaji Hospital,,Navi Mumbai
2,11000000,1.10 Cr,Karanjade,Dev Enterprises,,,ready to move,,,,Navi Mumbai
1,4750000,47.5 Lac,Roadpali,Rupal Builder,Roadpali is available for purchase at price of ₹47,468.0,ready to move,,,,Navi Mumbai
2,7500000,75 Lac,Karanjade,Bhaveshwar Developers,Bhaveshwar Apartment,792.0,ready to move,,,,Navi Mumbai
2,5700000,57 Lac,Taloja,Rachna Enterprises,Taloja,,ready to move,Metro Station Taloja|5 minutes,Ayesha Hospital,,Navi Mumbai
1,6300000,63 Lac,Kamothe,Shree Sai Developers,Kamothe is available for purchase at price of ₹63 Lac,540.0,ready to move,,B&J Super Speciality Hospital,Mahalaxmi Mall,Navi Mumbai
3,13000000,1.30 Cr,Kamothe,Baba Homes Builders And Developers,,,ready to move,,B&J Super Speciality Hospital,Mahalaxmi Mall,Navi Mumbai
3,11000000,1.10 Cr,Kamothe,Baba Homes Builders And Developers,a well-connected area of Kamothe,664.0,ready to move,,B&J Super Speciality Hospital,Mahalaxmi Mall,Navi Mumbai
2,5100000,51 Lac,Taloja,Shiv Shakti Developer,,666.0,ready to move,Metro Station Taloja|5 minutes,Ayesha Hospital,,Navi Mumbai
1,5500000,55 Lac,Karanjade,Ansh Developers,,,ready to move,,,,Navi Mumbai
1,4300000,43 Lac,Karanjade,Anmol Developers,,,ready to move,,,,Navi Mumbai
2,12500000,1.25 Cr,Ulwe,Lakhani Builders Pvt. Ltd.,,878.0,ready to move,Bamandongri Railway Station,Balaji Hospital,,Navi Mumbai
2,8500000,85 Lac,Karanjade,Dynamic Group,,846.0,ready to move,,,,Navi Mumbai
1,4600000,46 Lac,Kalamboli,Vision Associate,,486.0,ready to move,Kalamboli Railway Station,,Satya Siddhi Market,Navi Mumbai
1,4500000,45 Lac,486 sqft,Vision Associate,,,ready to move,Kalamboli Railway Station,,Satya Siddhi Market,Navi Mumbai
3,14500000,1.45 Cr,Kharghar,Bhanu Construction,,1026.0,ready to move,Pethpada Metro Station|5 minutes,Dolphin Hospital,Zudio,Navi Mumbai
2,10850000,1.08 Cr,Ulwe,Manas Group,,792.0,ready to move,Kharkopar Railway Station,Balaji Hospital,,Navi Mumbai
1,6400000,64 Lac,Kharghar,Shree Balaji Developers,,,ready to move,Pethpada Metro Station|5 minutes,Aayush Hospital,Prime Mall,Navi Mumbai
1,4800000,48 Lac,Roadpali,Neelkanth Developers,,480.0,ready to move,,,,Navi Mumbai
1,6500000,65 Lac,Navade,Sai Raj Developers,Navade,389.0,ready to move,,,,Navi Mumbai
1,4500000,45 Lac,Roadpali,Shreeraj Realtors,,,ready to move,,,,Navi Mumbai
3,11500000,1.15 Cr,Taloja,A.R Construction,,,ready to move,Metro Station Taloja|5 minutes,Ayesha Hospital,,Navi Mumbai
1,7500000,75 Lac,Airoli,Nest Builders,Airoli,,ready to move,Airoli Metro Station|5 minutes,Homeopathic Upchar Kendra,Siddhivinayak Shopping Complex,Navi Mumbai
2,15000000,1.50 Cr,Ulwe,Today Homes & Infrastructure Pvt. Ltd.,Ulwe is available for purchase at price of ₹1,864.0,ready to move,Bamandongri Railway Station,Balaji Hospital,,Navi Mumbai
1,4500000,45 Lac,Sector 34C Kharghar,Lord Balaji,Sector 34C Kharghar is available for purchase at price of ₹45 Lac,,,Kharghar Sector 34 Metro Station|5 minutes,,,Navi Mumbai
1,3050000,30.5 Lac,Navade,Neelkanth Developers,,,ready to move,,,,Navi Mumbai
3,12000000,1.20 Cr,total 720 sqft,Sai Developers,,,ready to move,Ghansoli Railway Station,Sadguru Hospital,DMart,Navi Mumbai
2,18000000,1.80 Cr,Kopar Khairane,Victory Builders And Developers,Victory Splendour,576.0,ready to move,Kopar Khairane Railway Station,Mahavir Hospital,Balaji Movieplex,Navi Mumbai
1,4500000,45 Lac,396 sqft,Raja Developers,,,ready to move,Bamandongri Railway Station,Balaji Hospital,,Navi Mumbai
3,18500000,1.85 Cr,Kopar Khairane,Tirupati Builders and Developers,Kopar Khairane,1188.0,ready to move,Kopar Khairane Railway Station,Tasneem Hospital,DMart,Navi Mumbai
1,4700000,47 Lac,Sector 8 Ulwe,VR Builders And Developers,,457.0,ready to move,,,,Navi Mumbai
3,16500000,1.65 Cr,Kharghar,Millennium Group,,1080.0,ready to move,Pethpada Metro Station|5 minutes,Nimisha Superspeciality Hospital,More Super Market,Navi Mumbai
